评分,comments,sentiment
5,“ 一院 两馆 ” 包括 桂林 大 剧院 、 桂林 博物馆 、 广西 桂林 图书馆 以及 附属 设施 文化 广场 ， 桂林市 文化 项目 ， “ 一院 两馆 ” 位于 桂林市 临桂 新区 。,positive
