date,ip 属地,评分,comments
2021-04-23,未知,5,“月也”是侗族人民集体游乡坐客的意思，月也侗寨集聚侗族“月也文化”的精华，斗牛侗族竞技文化、百家宴待客待客文化、坐妹侗族婚恋文化以及侗族建筑文化，值得一游。 斗牛：西方斗牛看西班牙，东方斗牛看中国三江。 百家宴：中国中国侗族人民最高待客礼节。 坐妹：中国首部侗族风情大型实景演出。
2020-10-07,未知,5,在现场买坐妹150斗牛100这个套票一张才不到160，超级便宜！斗牛直接刷二维码就可以进了，就是坐妹的前台不收悉验票操作，弄了好一会才现场出好票。斗牛挺精彩，坐妹也不错值得推荐，
