date,ip 属地,评分,comments
2023-12-03,广西,5,里面的藏品太精美了，件件都是国宝级的文物，从讲解员处了解到，馆内文物大部分都是藏主从国外抢救回来了，以前从未在国内展出，值得推荐，喜欢文物的朋友建议都来参观，你会发现不虚此行。
2021-07-06,未知,5,大部分都是从海外寻回的国宝，价值连城，值得一看
2023-09-06,陕西,5,博物馆附近交通便利，馆内也有许多惊喜！
