date,ip 属地,评分,comments
2021-04-06,未知,5,迪塘古民居建筑，之所以能够成为人上们观注的焦点，就在于这里民居建筑成群的的气势，加上那么个古味，使得这里具有一种独特的吸引力。
2021-03-01,未知,5,迪唐古民居，这个是天津这块儿一个比较有名的一个小民居，也不能叫古名句吧，因为天津本身它的历史也没有那么长，都是也就一百来年吧
2016-02-05,未知,5,真的很好玩，希望你们有时间也来玩一下
