date,ip 属地,评分,comments
2023-09-10,湖南,5,阳朔之夜唯美漂亮，趣味性强，逛吃逛完，值得打卡，氛围感满满。
2023-09-02,上海,5,性价比很高，民族表演很有趣，互动有意思
2023-08-28,上海,5,少数民族表演非常有趣，台下互动很棒
2023-09-09,江苏,4,乘竹筏游漓江，领略桂林山水，夜景异常美
2023-08-13,广西,5,非常的划算
2023-08-26,广西,5,好好好好好好好！
2023-08-23,广西,4,一般般吧。
2024-05-10,广东,4,总体还不错
2023-11-20,江苏,1,就看一个表演，啥都没了
