date,ip 属地,评分,comments
2019-09-22,未知,4,开在这么偏僻的地方真的有客流吗？我好怀疑啊。这地方离老城坐车需要一个多小时，周边只有建筑工地和房产中介… 这个两馆一院其实造的不错，期待尽快热闹起来。
