date,ip 属地,评分,comments
2023-04-06,广东,4,在春天的时候去春天剧场感受一下春天的气息😄😄
2023-03-21,上海,4,也是疫情后第一次到春天剧场看一场
2023-01-04,浙江,3,很普通的剧场，随便看看还可以的
