date,ip 属地,评分,comments
2016-02-14,未知,5,大家亲自去就知道了，赶快行动吧。
2019-12-08,未知,3,明心寺位于海洋山的西面，原有寺庙历史非常悠久，祭祀湘漓水神的，可惜多次遭到毁损，现寺庙为后期重建。
