date,ip 属地,评分,comments
2023-05-04,海南,5,桂林市体育中心位于桂林七星区高新开发区内（穿山东路12号），与风景秀丽的穿山景区毗邻，占地 168 亩，总投资 1.5 亿元，是广西一流的大型综合性体育中心。2003 年 8 月建成开放以来，体育场、游泳馆、射击馆、网球馆、举重馆等场馆一应俱全，场馆布局合理，造型设计优美，配套设施齐全，极大程度地满足了市民的运动需求。
2022-11-29,辽宁,5,与风景秀丽的穿山景区毗邻，是广西一流的大型综合性体育中心。
2023-05-15,上海,5,非常不错 一个特别漂亮的地方 和同事来看比赛
