评分,comments
1,阳朔 这家 名为 ： 临江仙 汉服 体验 馆 （ 地址 县 前 街 43 号 ） 千万 不能 ， 他们 收 全款 ， 带 江上 拍照 时 毫无 道德 底线 ， 完全 糊弄 事 。 当 对 拍照 满意 时 ， 他们 告诉 要 扣除 各种 费用 ， 只退 很少 一点 钱 。 要 漓江 拍照 客人 们 一定 要 谨慎 啊 。
